full_name,name,parent-location,GEOID,eviction-rate,poverty-rate,rent-burden,pct-renter-occupied,Program1Slope,Program2Slope,Program3Slope,5YearTrend,5YearTrendNum
Tyrrell County-North Carolina,Tyrrell County,North Carolina,37177,0.85,17.13,29.4,26.12,0.25,0.286,0.211,up,1
Union County-North Carolina,Union County,North Carolina,37179,3.81,7.89,30.4,20.1,0.25,0.286,0.211,up,1
Vance County-North Carolina,Vance County,North Carolina,37181,8.62,18.6,33.5,37.24,0.25,0.286,0.211,up,1
Wake County-North Carolina,Wake County,North Carolina,37183,3.27,7.85,28.5,35.81,0.25,0.286,0.211,down,-1
Warren County-North Carolina,Warren County,North Carolina,37185,2.89,16.59,28.3,29.86,0.25,0.286,0.211,up,1
Washington County-North Carolina,Washington County,North Carolina,37187,3.05,17.69,37.5,31.35,0.25,0.286,0.211,up,1
Watauga County-North Carolina,Watauga County,North Carolina,37189,1.16,10.55,50,42.14,0.25,0.4,0.222,up,1
Wayne County-North Carolina,Wayne County,North Carolina,37191,5.16,16.66,30.4,40.08,0.25,0.286,0.222,down,-1
Wilkes County-North Carolina,Wilkes County,North Carolina,37193,3.13,17.78,33.2,25.66,0.25,0.286,0.211,up,1
Wilson County-North Carolina,Wilson County,North Carolina,37195,7.66,17.51,31.8,39.97,0.25,0.286,0.211,up,1
Yadkin County-North Carolina,Yadkin County,North Carolina,37197,2.51,15.3,28.8,23.95,0.25,0.286,0.211,up,1
Yancey County-North Carolina,Yancey County,North Carolina,37199,1,17.08,33,24.54,0.25,0.286,0.211,up,1
Adams County-Nebraska,Adams County,Nebraska,31001,0.88,7.76,24.8,30.51,0.25,0.267,0.211,up,1
Antelope County-Nebraska,Antelope County,Nebraska,31003,0.27,10.27,25.3,24.39,0.25,0.286,0.211,up,1
Blaine County-Nebraska,Blaine County,Nebraska,31009,1.49,17.18,16.3,46.75,0.25,0.267,0.222,up,1
Buffalo County-Nebraska,Buffalo County,Nebraska,31019,1.35,7.42,27.5,36.7,0.25,0.286,0.211,up,1
Burt County-Nebraska,Burt County,Nebraska,31021,0.65,5.7,23.4,20.53,0.25,0.267,0.211,up,1
Butler County-Nebraska,Butler County,Nebraska,31023,0.47,6.52,26.1,21.83,0.25,0.286,0.211,up,1
Cass County-Nebraska,Cass County,Nebraska,31025,3.04,4.84,25.7,19.23,0.25,0.286,0.211,up,1
Cedar County-Nebraska,Cedar County,Nebraska,31027,0.13,5.27,23.3,18.41,0.25,0.267,0.211,up,1
Chase County-Nebraska,Chase County,Nebraska,31029,0.86,6.97,15.2,22.05,0.25,0.267,0.211,up,1
Cherry County-Nebraska,Cherry County,Nebraska,31031,0.3,5.02,21.8,34.07,0.25,0.267,0.211,up,1
Cheyenne County-Nebraska,Cheyenne County,Nebraska,31033,1.11,9.12,23.4,31.21,0.25,0.267,0.211,up,1
Clay County-Nebraska,Clay County,Nebraska,31035,0.15,7.24,22.6,22.39,0.25,0.267,0.211,up,1
Colfax County-Nebraska,Colfax County,Nebraska,31037,0.1,9.78,21.1,26,0.25,0.267,0.211,down,-1
Cuming County-Nebraska,Cuming County,Nebraska,31039,0.26,7.59,23.5,29.68,0.25,0.267,0.211,down,-1
Dakota County-Nebraska,Dakota County,Nebraska,31043,0.98,16.96,23.5,34.71,0.25,0.267,0.211,down,-1
Dawson County-Nebraska,Dawson County,Nebraska,31047,0.63,11.76,24.8,32.29,0.25,0.267,0.211,up,1
Deuel County-Nebraska,Deuel County,Nebraska,31049,0.48,7.48,18.8,24.94,0.25,0.267,0.211,up,1
Dixon County-Nebraska,Dixon County,Nebraska,31051,0.17,9.44,24.4,24.03,0.25,0.267,0.211,down,-1
Dodge County-Nebraska,Dodge County,Nebraska,31053,1.56,7.11,24.9,33.43,0.25,0.267,0.211,up,1
Douglas County-Nebraska,Douglas County,Nebraska,31055,3.67,10.46,29.1,38.25,0.25,0.286,0.211,up,1
Fillmore County-Nebraska,Fillmore County,Nebraska,31059,1.32,7.74,20,24.19,0.25,0.267,0.211,up,1
Furnas County-Nebraska,Furnas County,Nebraska,31065,0.32,10.44,20.3,29.53,0.25,0.267,0.211,up,1
Gage County-Nebraska,Gage County,Nebraska,31067,1.28,6.3,23.9,28.9,0.25,0.267,0.211,down,-1
Garfield County-Nebraska,Garfield County,Nebraska,31071,0.35,3.72,26.3,24.14,0.25,0.286,0.211,up,1
Gosper County-Nebraska,Gosper County,Nebraska,31073,0.47,3.16,17,28.39,0.25,0.267,0.211,up,1
Hall County-Nebraska,Hall County,Nebraska,31079,1.13,11.91,25.4,37.95,0.25,0.286,0.211,down,-1
Hamilton County-Nebraska,Hamilton County,Nebraska,31081,0.11,7.48,28.3,20.01,0.25,0.286,0.211,down,-1
Hitchcock County-Nebraska,Hitchcock County,Nebraska,31087,0.59,16.27,30.3,27.5,0.25,0.286,0.211,up,1
Holt County-Nebraska,Holt County,Nebraska,31089,0.31,7.13,23.6,27.63,0.25,0.267,0.211,down,-1
Howard County-Nebraska,Howard County,Nebraska,31093,0.29,6.36,26.1,21.6,0.25,0.286,0.211,up,1
Jefferson County-Nebraska,Jefferson County,Nebraska,31095,0.53,7.72,22,24.03,0.25,0.267,0.211,down,-1
Johnson County-Nebraska,Johnson County,Nebraska,31097,0.19,8.64,22.1,26.35,0.25,0.267,0.211,down,-1
Kearney County-Nebraska,Kearney County,Nebraska,31099,0.27,3.24,23.3,31.95,0.25,0.267,0.211,down,-1
Keith County-Nebraska,Keith County,Nebraska,31101,0.79,8.45,25.5,33.44,0.25,0.286,0.211,up,1
Kimball County-Nebraska,Kimball County,Nebraska,31105,0.61,10.75,24.5,35.2,0.25,0.267,0.211,up,1
Knox County-Nebraska,Knox County,Nebraska,31107,0.1,9.04,21.3,26.51,0.25,0.267,0.211,up,1
Lancaster County-Nebraska,Lancaster County,Nebraska,31109,2.27,9.34,29.7,40.64,0.25,0.286,0.222,down,-1
Loup County-Nebraska,Loup County,Nebraska,31115,1.3,10.26,17.1,22.87,0.25,0.267,0.211,up,1
Madison County-Nebraska,Madison County,Nebraska,31119,0.57,9.79,25.2,35.08,0.25,0.286,0.211,up,1
Merrick County-Nebraska,Merrick County,Nebraska,31121,0.67,4.16,23.4,26.8,0.25,0.267,0.211,up,1
Nemaha County-Nebraska,Nemaha County,Nebraska,31127,0.32,3.77,24.2,28.95,0.25,0.267,0.211,down,-1
Nuckolls County-Nebraska,Nuckolls County,Nebraska,31129,0.93,7.42,23.9,26.02,0.25,0.267,0.211,up,1
Otoe County-Nebraska,Otoe County,Nebraska,31131,1.24,7.71,25.8,26.71,0.25,0.286,0.211,down,-1
Pawnee County-Nebraska,Pawnee County,Nebraska,31133,0.36,9.79,23.9,22.28,0.25,0.267,0.211,down,-1
Phelps County-Nebraska,Phelps County,Nebraska,31137,0.68,3.83,24.7,28,0.25,0.267,0.211,up,1
Platte County-Nebraska,Platte County,Nebraska,31141,0.67,6.49,21.9,27.2,0.25,0.267,0.211,up,1
Polk County-Nebraska,Polk County,Nebraska,31143,0.18,5.1,20.2,22.72,0.25,0.267,0.211,down,-1
Richardson County-Nebraska,Richardson County,Nebraska,31147,1.36,13.46,20.9,25.21,0.25,0.267,0.211,up,1
Saline County-Nebraska,Saline County,Nebraska,31151,1.1,8.39,21.9,36.07,0.25,0.267,0.211,up,1
Sarpy County-Nebraska,Sarpy County,Nebraska,31153,1.64,4.77,25.8,30.24,0.25,0.286,0.211,down,-1
Saunders County-Nebraska,Saunders County,Nebraska,31155,0.53,5.9,22.1,21.75,0.25,0.267,0.211,up,1
Scotts Bluff County-Nebraska,Scotts Bluff County,Nebraska,31157,2.02,9.38,27.8,31.53,0.25,0.286,0.211,up,1
Seward County-Nebraska,Seward County,Nebraska,31159,0.55,5.37,23.4,28.89,0.25,0.267,0.211,down,-1
Sheridan County-Nebraska,Sheridan County,Nebraska,31161,0.39,11.88,22.8,29.08,0.25,0.267,0.211,up,1
Sioux County-Nebraska,Sioux County,Nebraska,31165,0.56,11.11,20.1,22.95,0.25,0.267,0.211,up,1
Stanton County-Nebraska,Stanton County,Nebraska,31167,0.71,9.41,22.3,15.67,0.25,0.267,0.211,up,1
Thayer County-Nebraska,Thayer County,Nebraska,31169,0.36,8.38,20.4,20.76,0.25,0.267,0.211,down,-1
Thurston County-Nebraska,Thurston County,Nebraska,31173,0.12,23.26,24.9,38.2,0.33,0.267,0.211,up,1
Valley County-Nebraska,Valley County,Nebraska,31175,0.51,8.23,25.4,28.47,0.25,0.286,0.211,up,1
Washington County-Nebraska,Washington County,Nebraska,31177,1.54,6.2,23.1,20.82,0.25,0.267,0.211,up,1
Webster County-Nebraska,Webster County,Nebraska,31181,0.53,8.18,19.8,21.84,0.25,0.267,0.211,up,1
York County-Nebraska,York County,Nebraska,31185,1.09,8.94,25.7,31.3,0.25,0.286,0.211,up,1
Alameda County-California,Alameda County,California,6001,0.59,8.51,31.2,47.28,0.25,0.286,0.222,down,-1
Calaveras County-California,Calaveras County,California,6009,0.76,7.81,31.8,21.01,0.25,0.286,0.211,down,-1
Colusa County-California,Colusa County,California,6011,0.81,11.89,28.4,37.83,0.25,0.286,0.211,down,-1
Contra Costa County-California,Contra Costa County,California,6013,0.45,7.81,32.5,35.35,0.25,0.286,0.211,down,-1
El Dorado County-California,El Dorado County,California,6017,0.8,6.77,31.7,25.68,0.25,0.286,0.211,down,-1
Fresno County-California,Fresno County,California,6019,2.16,21.92,34.7,47.19,0.33,0.286,0.222,down,-1
Glenn County-California,Glenn County,California,6021,1.34,15.69,30.1,38.35,0.25,0.286,0.211,down,-1
Inyo County-California,Inyo County,California,6027,0.03,7.26,29.6,35.78,0.25,0.286,0.211,up,1
Kings County-California,Kings County,California,6031,1.47,18.41,30.7,48.59,0.25,0.286,0.222,down,-1
Lake County-California,Lake County,California,6033,2.63,16.77,38.6,36.97,0.25,0.286,0.211,up,1
Lassen County-California,Lassen County,California,6035,1.91,10.71,30.7,34.94,0.25,0.286,0.211,down,-1
Los Angeles County-California,Los Angeles County,California,6037,0.58,14.33,35.2,54.03,0.25,0.286,0.222,down,-1
Madera County-California,Madera County,California,6039,1.17,19.26,33.1,39.12,0.25,0.286,0.211,down,-1
Mendocino County-California,Mendocino County,California,6045,0.54,14.01,36.6,42.15,0.25,0.286,0.222,down,-1
Merced County-California,Merced County,California,6047,1.79,22.09,33.6,48.36,0.33,0.286,0.222,up,1
Monterey County-California,Monterey County,California,6053,0.62,13.03,33.3,50.76,0.25,0.286,0.222,down,-1
Napa County-California,Napa County,California,6055,0.42,6.93,32.4,40.04,0.25,0.286,0.222,down,-1
Orange County-California,Orange County,California,6059,0.68,9.11,33.9,42.32,0.25,0.286,0.222,down,-1
Placer County-California,Placer County,California,6061,0.63,6.33,32.3,29.89,0.25,0.286,0.211,down,-1
Plumas County-California,Plumas County,California,6063,0.17,8.28,30.1,27.69,0.25,0.286,0.211,down,-1
Riverside County-California,Riverside County,California,6065,2.35,13.1,35.3,35.19,0.25,0.286,0.211,up,1
Sacramento County-California,Sacramento County,California,6067,2.37,13.71,33.2,44.58,0.25,0.286,0.222,down,-1
San Benito County-California,San Benito County,California,6069,0.93,8.52,31.6,37.33,0.25,0.286,0.211,down,-1
San Diego County-California,San Diego County,California,6073,0.67,10.63,33.6,47.08,0.25,0.286,0.222,down,-1
San Francisco County-California,San Francisco County,California,6075,0.25,7.76,27.5,63.57,0.25,0.286,0.222,down,-1
San Mateo County-California,San Mateo County,California,6081,0.36,4.84,30.6,40.93,0.25,0.286,0.222,down,-1
Santa Clara County-California,Santa Clara County,California,6085,0.31,6.44,29.2,43.22,0.25,0.286,0.222,down,-1
Santa Cruz County-California,Santa Cruz County,California,6087,0.36,8.63,36.3,42.38,0.25,0.286,0.222,down,-1
Shasta County-California,Shasta County,California,6089,1.4,11.06,35.3,37.54,0.25,0.286,0.211,down,-1
Solano County-California,Solano County,California,6095,1.87,10.25,33.6,40.06,0.25,0.286,0.222,down,-1
Tehama County-California,Tehama County,California,6103,2.46,13.89,32.3,32.47,0.25,0.286,0.211,down,-1
Trinity County-California,Trinity County,California,6105,1.36,11.92,33.1,31.11,0.25,0.286,0.211,down,-1
Tulare County-California,Tulare County,California,6107,1.46,23.23,33.3,43.34,0.33,0.286,0.222,down,-1
Yolo County-California,Yolo County,California,6113,0.68,10.19,35.4,47.91,0.25,0.286,0.222,down,-1
Carroll County-New Hampshire,Carroll County,New Hampshire,33003,1.55,5.71,31,20.49,0.25,0.286,0.211,down,-1
Coos County-New Hampshire,Coos County,New Hampshire,33007,1.88,9.93,28.9,29.97,0.25,0.286,0.211,up,1
Burlington County-New Jersey,Burlington County,New Jersey,34005,0.01,4.41,31.8,23.54,0.25,0.286,0.211,up,1
Camden County-New Jersey,Camden County,New Jersey,34007,0.01,10.25,33.2,32.45,0.25,0.286,0.211,down,-1
Essex County-New Jersey,Essex County,New Jersey,34013,0.04,14.21,33.5,55.46,0.25,0.286,0.222,up,1
Mercer County-New Jersey,Mercer County,New Jersey,34021,0.01,7.97,31.7,35.62,0.25,0.286,0.211,down,-1
Middlesex County-New Jersey,Middlesex County,New Jersey,34023,0.01,6.41,29.6,35.72,0.25,0.286,0.211,down,-1
Monmouth County-New Jersey,Monmouth County,New Jersey,34025,0.01,5.29,34.3,25.62,0.25,0.286,0.211,down,-1
Passaic County-New Jersey,Passaic County,New Jersey,34031,0.02,13.6,37.5,46.26,0.25,0.286,0.222,no change,0
Somerset County-New Jersey,Somerset County,New Jersey,34035,0.01,3.58,28.2,23.9,0.25,0.286,0.211,down,-1
Union County-New Jersey,Union County,New Jersey,34039,0.01,8.58,33.2,40.92,0.25,0.286,0.222,down,-1
Warren County-New Jersey,Warren County,New Jersey,34041,0.03,5.78,30.5,27.73,0.25,0.286,0.211,down,-1
Bernalillo County-New Mexico,Bernalillo County,New Mexico,35001,4.49,15.01,32.1,37.77,0.25,0.286,0.211,down,-1
Chaves County-New Mexico,Chaves County,New Mexico,35005,2.98,17.09,29.1,33.35,0.25,0.286,0.211,down,-1
Cibola County-New Mexico,Cibola County,New Mexico,35006,1.69,24.98,28.1,25.84,0.33,0.286,0.211,up,1
Curry County-New Mexico,Curry County,New Mexico,35009,2.99,17.3,31.5,41.63,0.25,0.286,0.222,down,-1
De Baca County-New Mexico,De Baca County,New Mexico,35011,1.23,16.67,24.8,20.19,0.25,0.267,0.211,up,1
Eddy County-New Mexico,Eddy County,New Mexico,35015,0.74,8.5,22.5,27.04,0.25,0.267,0.211,down,-1
Guadalupe County-New Mexico,Guadalupe County,New Mexico,35019,0.33,12.03,28.5,27.6,0.25,0.286,0.211,down,-1
Otero County-New Mexico,Otero County,New Mexico,35035,1.9,18.14,28.5,35.7,0.25,0.286,0.211,down,-1
Quay County-New Mexico,Quay County,New Mexico,35037,0.91,12.03,24.6,28.89,0.25,0.267,0.211,down,-1
Roosevelt County-New Mexico,Roosevelt County,New Mexico,35041,0.85,20.12,34.4,41.59,0.33,0.286,0.222,down,-1
Sandoval County-New Mexico,Sandoval County,New Mexico,35043,2.37,9.91,30.4,18.94,0.25,0.286,0.211,down,-1
Santa Fe County-New Mexico,Santa Fe County,New Mexico,35049,0.74,11.04,30.3,30.91,0.25,0.286,0.211,down,-1
Sierra County-New Mexico,Sierra County,New Mexico,35051,1.05,12.41,30.8,27.76,0.25,0.286,0.211,down,-1
Taos County-New Mexico,Taos County,New Mexico,35055,0.02,17.06,36.9,27.9,0.25,0.286,0.211,up,1
Union County-New Mexico,Union County,New Mexico,35059,0.87,11.25,26,35.28,0.25,0.286,0.211,up,1
Churchill County-Nevada,Churchill County,Nevada,32001,1.04,11.41,27.9,38.6,0.25,0.286,0.211,down,-1
Clark County-Nevada,Clark County,Nevada,32003,3.68,11.9,30.6,47.49,0.25,0.286,0.222,down,-1
Douglas County-Nevada,Douglas County,Nevada,32005,1.14,7.88,28.9,30.56,0.25,0.286,0.211,up,1
Humboldt County-Nevada,Humboldt County,Nevada,32013,0.63,7.99,21.9,26.57,0.25,0.267,0.211,up,1
Lyon County-Nevada,Lyon County,Nevada,32019,1.1,11.91,28,29.82,0.25,0.286,0.211,up,1
Mineral County-Nevada,Mineral County,Nevada,32021,0.91,14.31,21,36.08,0.25,0.267,0.211,down,-1
Nye County-Nevada,Nye County,Nevada,32023,0.1,12.53,29.8,29.49,0.25,0.286,0.211,down,-1
Pershing County-Nevada,Pershing County,Nevada,32027,0.7,14.77,24.3,36.63,0.25,0.267,0.211,down,-1
Storey County-Nevada,Storey County,Nevada,32029,0.6,4.11,21.9,12.51,0.25,0.267,0.211,down,-1
White Pine County-Nevada,White Pine County,Nevada,32033,1.18,5.78,23.2,25.13,0.25,0.267,0.211,up,1
Carson City-Nevada,Carson City,Nevada,32510,1.53,12.07,28.4,43.95,0.25,0.286,0.222,up,1
Albany County-New York,Albany County,New York,36001,0.13,8.03,29.3,41.68,0.25,0.286,0.222,down,-1
Bronx County-New York,Bronx County,New York,36005,6.23,28.26,35.6,81.03,0.33,0.286,0.364,down,-1
Cattaraugus County-New York,Cattaraugus County,New York,36009,0.18,12.37,29.2,28.69,0.25,0.286,0.211,up,1
Cayuga County-New York,Cayuga County,New York,36011,1.17,7.97,27.4,28.88,0.25,0.286,0.211,up,1
Chautauqua County-New York,Chautauqua County,New York,36013,0.09,13.8,31.2,30.37,0.25,0.286,0.211,up,1
Chenango County-New York,Chenango County,New York,36017,0.13,10.8,28.6,24.72,0.25,0.286,0.211,up,1
Clinton County-New York,Clinton County,New York,36019,0.23,11.46,31.9,31.93,0.25,0.286,0.211,up,1
Columbia County-New York,Columbia County,New York,36021,0.3,7.31,29.7,28.11,0.25,0.286,0.211,up,1
Cortland County-New York,Cortland County,New York,36023,0.19,7.85,27.2,34.27,0.25,0.286,0.211,down,-1
Dutchess County-New York,Dutchess County,New York,36027,0.69,5.99,33.3,30.95,0.25,0.286,0.211,up,1
Fulton County-New York,Fulton County,New York,36035,0.97,12.45,32.8,29.61,0.25,0.286,0.211,down,-1
Genesee County-New York,Genesee County,New York,36037,0.46,9.68,29.7,27.03,0.25,0.286,0.211,down,-1
Jefferson County-New York,Jefferson County,New York,36045,0.52,10.94,28.8,44.45,0.25,0.286,0.222,up,1
Kings County-New York,Kings County,New York,36047,1.28,19.62,32.9,70.73,0.25,0.286,0.222,up,1
Madison County-New York,Madison County,New York,36053,0.05,7.79,27.4,24.85,0.25,0.286,0.211,down,-1
Montgomery County-New York,Montgomery County,New York,36057,0.16,15.51,31.5,32.91,0.25,0.286,0.211,up,1
Niagara County-New York,Niagara County,New York,36063,0.22,9.79,30.6,29.06,0.25,0.286,0.211,up,1
Onondaga County-New York,Onondaga County,New York,36067,0.37,10.54,30.1,34.72,0.25,0.286,0.211,up,1
Ontario County-New York,Ontario County,New York,36069,0.25,6.52,30.6,27.17,0.25,0.286,0.211,down,-1
Orange County-New York,Orange County,New York,36071,0.31,9.29,35.6,31.2,0.25,0.286,0.211,up,1
Oswego County-New York,Oswego County,New York,36075,0.49,12.89,32.2,27.87,0.25,0.286,0.211,up,1
Otsego County-New York,Otsego County,New York,36077,0.11,9.46,33.2,26.59,0.25,0.286,0.211,up,1
Richmond County-New York,Richmond County,New York,36085,3.42,10.09,32.2,31.24,0.25,0.286,0.211,down,-1
Saratoga County-New York,Saratoga County,New York,36091,0.08,4.37,26.2,28.36,0.25,0.286,0.211,up,1
Schenectady County-New York,Schenectady County,New York,36093,0.29,8.94,32.5,33.5,0.25,0.286,0.211,up,1
Tompkins County-New York,Tompkins County,New York,36109,0.04,9.53,34.1,44.47,0.25,0.286,0.222,down,-1
Warren County-New York,Warren County,New York,36113,0.43,8.98,31.9,29.48,0.25,0.286,0.211,up,1
Westchester County-New York,Westchester County,New York,36119,0.18,6.86,33.2,38.52,0.25,0.286,0.211,up,1
Adams County-Ohio,Adams County,Ohio,39001,2.56,18.79,34.4,30.97,0.25,0.286,0.211,up,1
Allen County-Ohio,Allen County,Ohio,39003,3.8,12.69,31.4,32.77,0.25,0.286,0.211,up,1
Ashland County-Ohio,Ashland County,Ohio,39005,1.83,10.45,23.8,28.13,0.25,0.267,0.211,up,1
Ashtabula County-Ohio,Ashtabula County,Ohio,39007,2.2,14.39,32.1,28.77,0.25,0.286,0.211,up,1
Athens County-Ohio,Athens County,Ohio,39009,0.73,19.66,40.6,43.69,0.25,0.4,0.222,down,-1
Auglaize County-Ohio,Auglaize County,Ohio,39011,1.82,6.11,23.7,25.83,0.25,0.267,0.211,up,1
Belmont County-Ohio,Belmont County,Ohio,39013,0.64,9.62,26.5,25.83,0.25,0.286,0.211,down,-1
Brown County-Ohio,Brown County,Ohio,39015,1.98,11.97,26.8,24.34,0.25,0.286,0.211,up,1
Butler County-Ohio,Butler County,Ohio,39017,5.49,9.56,29.6,30.59,0.25,0.286,0.211,down,-1
Carroll County-Ohio,Carroll County,Ohio,39019,1.09,10.41,26.8,21.68,0.25,0.286,0.211,down,-1
Champaign County-Ohio,Champaign County,Ohio,39021,2.36,8.11,27.6,26.53,0.25,0.286,0.211,down,-1
Clark County-Ohio,Clark County,Ohio,39023,5.05,13.2,30.8,33.75,0.25,0.286,0.211,up,1
Clermont County-Ohio,Clermont County,Ohio,39025,2.72,7.46,28.2,26.35,0.25,0.286,0.211,down,-1
Clinton County-Ohio,Clinton County,Ohio,39027,2.53,12.95,26.9,35.58,0.25,0.286,0.211,up,1
Columbiana County-Ohio,Columbiana County,Ohio,39029,1.85,11.28,25.8,28.89,0.25,0.286,0.211,down,-1
Coshocton County-Ohio,Coshocton County,Ohio,39031,2.14,11.13,26.2,25.55,0.25,0.286,0.211,down,-1
Crawford County-Ohio,Crawford County,Ohio,39033,2.6,12.24,26.4,31.41,0.25,0.286,0.211,down,-1
Cuyahoga County-Ohio,Cuyahoga County,Ohio,39035,3.74,14.5,31.1,40.66,0.25,0.286,0.222,down,-1
Darke County-Ohio,Darke County,Ohio,39037,2.31,9.91,27.7,27.86,0.25,0.286,0.211,up,1
Defiance County-Ohio,Defiance County,Ohio,39039,2.51,9.28,27.1,25.05,0.25,0.286,0.211,up,1
Delaware County-Ohio,Delaware County,Ohio,39041,1.07,3.07,27,18.47,0.25,0.286,0.211,down,-1
Erie County-Ohio,Erie County,Ohio,39043,3.71,8.56,26.4,31.38,0.25,0.286,0.211,down,-1
Fairfield County-Ohio,Fairfield County,Ohio,39045,2.37,7.35,29.7,29.49,0.25,0.286,0.211,down,-1
Fayette County-Ohio,Fayette County,Ohio,39047,2.01,15.5,29.5,39.92,0.25,0.286,0.211,up,1
Franklin County-Ohio,Franklin County,Ohio,39049,4.56,12.81,28.8,46.18,0.25,0.286,0.222,down,-1
Fulton County-Ohio,Fulton County,Ohio,39051,2.22,7.59,27.3,21.46,0.25,0.286,0.211,down,-1
Gallia County-Ohio,Gallia County,Ohio,39053,2.63,16.11,26.1,23.38,0.25,0.286,0.211,down,-1
Geauga County-Ohio,Geauga County,Ohio,39055,1.58,4.83,26.7,14.86,0.25,0.286,0.211,up,1
Greene County-Ohio,Greene County,Ohio,39057,1.74,9.04,28.7,32.75,0.25,0.286,0.211,up,1
Guernsey County-Ohio,Guernsey County,Ohio,39059,1.32,16.51,32.1,26.96,0.25,0.286,0.211,down,-1
Hamilton County-Ohio,Hamilton County,Ohio,39061,4.04,13.76,30.8,41.75,0.25,0.286,0.222,down,-1
Hancock County-Ohio,Hancock County,Ohio,39063,1.85,9.67,26.9,29.38,0.25,0.286,0.211,up,1
Hardin County-Ohio,Hardin County,Ohio,39065,1.47,13.62,29.4,29.07,0.25,0.286,0.211,down,-1
Harrison County-Ohio,Harrison County,Ohio,39067,1.51,12.23,26.1,20.36,0.25,0.286,0.211,down,-1
Henry County-Ohio,Henry County,Ohio,39069,2.52,7.99,25.8,19.53,0.25,0.286,0.211,up,1
Highland County-Ohio,Highland County,Ohio,39071,1.66,15.98,31.7,29.41,0.25,0.286,0.211,down,-1
Hocking County-Ohio,Hocking County,Ohio,39073,2.12,13.16,27.5,25.66,0.25,0.286,0.211,down,-1
Holmes County-Ohio,Holmes County,Ohio,39075,0.46,9.74,22.6,23.84,0.25,0.267,0.211,down,-1
Huron County-Ohio,Huron County,Ohio,39077,3.09,10.37,26.5,29.29,0.25,0.286,0.211,down,-1
Jackson County-Ohio,Jackson County,Ohio,39079,1.98,17.54,30.3,32.28,0.25,0.286,0.211,down,-1
Jefferson County-Ohio,Jefferson County,Ohio,39081,3.16,12.64,28.4,29.19,0.25,0.286,0.211,up,1
Knox County-Ohio,Knox County,Ohio,39083,1.75,11.57,28.6,29.15,0.25,0.286,0.211,down,-1
Lake County-Ohio,Lake County,Ohio,39085,2.71,5.98,28.9,26.06,0.25,0.286,0.211,up,1
Lawrence County-Ohio,Lawrence County,Ohio,39087,3.16,13.76,31.2,25.8,0.25,0.286,0.211,down,-1
Licking County-Ohio,Licking County,Ohio,39089,3.29,9.16,29.8,27.92,0.25,0.286,0.211,up,1
Logan County-Ohio,Logan County,Ohio,39091,2.7,10.8,27.7,26.37,0.25,0.286,0.211,down,-1
Lorain County-Ohio,Lorain County,Ohio,39093,2.7,10.89,30.7,28.74,0.25,0.286,0.211,down,-1
Lucas County-Ohio,Lucas County,Ohio,39095,5,16.5,31,39.05,0.25,0.286,0.211,up,1
Madison County-Ohio,Madison County,Ohio,39097,2.8,7.18,25.5,29.68,0.25,0.286,0.211,down,-1
Mahoning County-Ohio,Mahoning County,Ohio,39099,3.71,13.71,31.2,31.78,0.25,0.286,0.211,down,-1
Marion County-Ohio,Marion County,Ohio,39101,3.88,13.59,31.1,32.11,0.25,0.286,0.211,down,-1
Medina County-Ohio,Medina County,Ohio,39103,1.76,5.19,28.3,20.65,0.25,0.286,0.211,up,1
Meigs County-Ohio,Meigs County,Ohio,39105,0.72,17.96,31.5,21.51,0.25,0.286,0.211,down,-1
Mercer County-Ohio,Mercer County,Ohio,39107,1.39,5.29,24.7,23.42,0.25,0.267,0.211,down,-1
Miami County-Ohio,Miami County,Ohio,39109,2.55,9.81,27.2,29.73,0.25,0.286,0.211,down,-1
Montgomery County-Ohio,Montgomery County,Ohio,39113,3.81,14.51,30.9,39.07,0.25,0.286,0.211,down,-1
Morgan County-Ohio,Morgan County,Ohio,39115,0.49,17.09,31.6,22.96,0.25,0.286,0.211,down,-1
Morrow County-Ohio,Morrow County,Ohio,39117,1.25,7.49,31.5,18.91,0.25,0.286,0.211,down,-1
Muskingum County-Ohio,Muskingum County,Ohio,39119,3.24,14.35,29.8,33.16,0.25,0.286,0.211,up,1
Noble County-Ohio,Noble County,Ohio,39121,1.49,8.27,28.9,16.62,0.25,0.286,0.211,up,1
Ottawa County-Ohio,Ottawa County,Ohio,39123,1.44,6.91,27.8,20.53,0.25,0.286,0.211,down,-1
Paulding County-Ohio,Paulding County,Ohio,39125,1.55,9.32,25,21.94,0.25,0.286,0.211,up,1
Perry County-Ohio,Perry County,Ohio,39127,2.25,14.86,29.3,26.76,0.25,0.286,0.211,up,1
Pickaway County-Ohio,Pickaway County,Ohio,39129,2.75,9.7,27.8,26.19,0.25,0.286,0.211,down,-1
Pike County-Ohio,Pike County,Ohio,39131,2.19,17.99,35,31.78,0.25,0.286,0.211,up,1
Portage County-Ohio,Portage County,Ohio,39133,2.47,10.44,32.3,31.33,0.25,0.286,0.211,down,-1
Preble County-Ohio,Preble County,Ohio,39135,2.92,9.66,29.6,23.25,0.25,0.286,0.211,up,1
Putnam County-Ohio,Putnam County,Ohio,39137,0.99,3.41,24.5,17.5,0.25,0.267,0.211,up,1
Richland County-Ohio,Richland County,Ohio,39139,3.55,12.51,28.8,31.39,0.25,0.286,0.211,down,-1
Ross County-Ohio,Ross County,Ohio,39141,1.46,14.04,30,28.28,0.25,0.286,0.211,down,-1
